,index,country,total_case,total_recovered,total_death,daily_cases,daily_recovered,daily_death,existing_case
18221,2020-03-18,United States,7783,105,164,-1362,-88,-31,7514
18222,2020-03-19,United States,13747,121,258,-5964,-16,-94,13368
18223,2020-03-20,United States,19273,147,349,-5526,-26,-91,18777
18224,2020-03-21,United States,25600,176,442,-6327,-29,-93,24982
18225,2020-03-22,United States,33276,178,586,-7676,-2,-144,32512
18226,2020-03-23,United States,43843,178,786,-10567,0,-200,42879
18227,2020-03-24,United States,53736,348,1008,-9893,-170,-222,52380
18228,2020-03-25,United States,65778,361,1316,-12042,-13,-308,64101
18229,2020-03-26,United States,83836,681,1726,-18058,-320,-410,81429
18230,2020-03-27,United States,101657,869,2265,-17821,-188,-539,98523
18231,2020-03-28,United States,121465,1072,2731,-19808,-203,-466,117662
18232,2020-03-29,United States,140909,2665,3420,-19444,-1593,-689,134824
18233,2020-03-30,United States,161831,5644,4192,-20922,-2979,-772,151995
18234,2020-03-31,United States,188172,7024,5367,-26341,-1380,-1175,175781
18235,2020-04-01,United States,213242,8474,6501,-25070,-1450,-1134,198267
18236,2020-04-02,United States,243622,9001,7921,-30380,-527,-1420,226700
18237,2020-04-03,United States,275367,9707,9246,-31745,-706,-1325,256414
18238,2020-04-04,United States,308650,14652,10855,-33283,-4945,-1609,283143
18239,2020-04-05,United States,336802,17448,12375,-28152,-2796,-1520,306979
18240,2020-04-06,United States,366317,19581,13894,-29515,-2133,-1519,332842
18241,2020-04-07,United States,397121,21763,16191,-30804,-2182,-2297,359167
18242,2020-04-08,United States,428654,23559,18270,-31533,-1796,-2079,386825
18243,2020-04-09,United States,462780,25410,20255,-34126,-1851,-1985,417115
18244,2020-04-10,United States,496535,28790,22333,-33755,-3380,-2078,445412
18245,2020-04-11,United States,526396,31270,24342,-29861,-2480,-2009,470784
18246,2020-04-12,United States,555313,32988,26086,-28917,-1718,-1744,496239
18247,2020-04-13,United States,580619,43482,27870,-25306,-10494,-1784,509267
18248,2020-04-14,United States,607670,47763,30262,-27051,-4281,-2392,529645
18249,2020-04-15,United States,636350,52096,32734,-28680,-4333,-2472,551520
18250,2020-04-16,United States,667592,54703,34827,-31242,-2607,-2093,578062
18251,2020-04-17,United States,699706,58545,37411,-32114,-3842,-2584,603750
18252,2020-04-18,United States,732197,64840,39753,-32491,-6295,-2342,627604
18253,2020-04-19,United States,758809,70337,40945,-26612,-5497,-1192,647527
18254,2020-04-20,United States,784326,72329,42659,-25517,-1992,-1714,669338
18255,2020-04-21,United States,811865,75204,45086,-27539,-2875,-2427,691575
18256,2020-04-22,United States,840351,77366,47412,-28486,-2162,-2326,715573
18257,2020-04-23,United States,869170,80203,49724,-28819,-2837,-2312,739243
18258,2020-04-24,United States,905358,99079,51493,-36188,-18876,-1769,754786
18259,2020-04-25,United States,938154,100372,53755,-32796,-1293,-2262,784027
18260,2020-04-26,United States,965785,106988,54881,-27631,-6616,-1126,803916
18261,2020-04-27,United States,988197,111424,56259,-22412,-4436,-1378,820514
18262,2020-04-28,United States,1012582,115936,58355,-24385,-4512,-2096,838291
18263,2020-04-29,United States,1039909,120720,60967,-27327,-4784,-2612,858222
18264,2020-04-30,United States,1069424,153947,62996,-29515,-33227,-2029,852481
18265,2020-05-01,United States,1103461,164015,64943,-34037,-10068,-1947,874503
18266,2020-05-02,United States,1132539,175382,66369,-29078,-11367,-1426,890788
18267,2020-05-03,United States,1158040,180152,67682,-25501,-4770,-1313,910206
18268,2020-05-04,United States,1180375,187180,68922,-22335,-7028,-1240,924273
18269,2020-05-05,United States,1204351,189791,71064,-23976,-2611,-2142,943496
18271,2020-01-23,Uganda,0,0,0,0,0,0,0
18272,2020-01-24,Uganda,0,0,0,0,0,0,0
18273,2020-01-25,Uganda,0,0,0,0,0,0,0
18274,2020-01-26,Uganda,0,0,0,0,0,0,0
18275,2020-01-27,Uganda,0,0,0,0,0,0,0
18276,2020-01-28,Uganda,0,0,0,0,0,0,0
18277,2020-01-29,Uganda,0,0,0,0,0,0,0
18278,2020-01-30,Uganda,0,0,0,0,0,0,0
18279,2020-01-31,Uganda,0,0,0,0,0,0,0
18280,2020-02-01,Uganda,0,0,0,0,0,0,0
18281,2020-02-02,Uganda,0,0,0,0,0,0,0
18282,2020-02-03,Uganda,0,0,0,0,0,0,0
18283,2020-02-04,Uganda,0,0,0,0,0,0,0
18284,2020-02-05,Uganda,0,0,0,0,0,0,0
18285,2020-02-06,Uganda,0,0,0,0,0,0,0
18286,2020-02-07,Uganda,0,0,0,0,0,0,0
18287,2020-02-08,Uganda,0,0,0,0,0,0,0
18288,2020-02-09,Uganda,0,0,0,0,0,0,0
18289,2020-02-10,Uganda,0,0,0,0,0,0,0
18290,2020-02-11,Uganda,0,0,0,0,0,0,0
18291,2020-02-12,Uganda,0,0,0,0,0,0,0
18292,2020-02-13,Uganda,0,0,0,0,0,0,0
18293,2020-02-14,Uganda,0,0,0,0,0,0,0
18294,2020-02-15,Uganda,0,0,0,0,0,0,0
18295,2020-02-16,Uganda,0,0,0,0,0,0,0
18296,2020-02-17,Uganda,0,0,0,0,0,0,0
18297,2020-02-18,Uganda,0,0,0,0,0,0,0
18298,2020-02-19,Uganda,0,0,0,0,0,0,0
18299,2020-02-20,Uganda,0,0,0,0,0,0,0
18300,2020-02-21,Uganda,0,0,0,0,0,0,0
18301,2020-02-22,Uganda,0,0,0,0,0,0,0
18302,2020-02-23,Uganda,0,0,0,0,0,0,0
18303,2020-02-24,Uganda,0,0,0,0,0,0,0
18304,2020-02-25,Uganda,0,0,0,0,0,0,0
18305,2020-02-26,Uganda,0,0,0,0,0,0,0
18306,2020-02-27,Uganda,0,0,0,0,0,0,0
18307,2020-02-28,Uganda,0,0,0,0,0,0,0
18308,2020-02-29,Uganda,0,0,0,0,0,0,0
18309,2020-03-01,Uganda,0,0,0,0,0,0,0
18310,2020-03-02,Uganda,0,0,0,0,0,0,0
18311,2020-03-03,Uganda,0,0,0,0,0,0,0
18312,2020-03-04,Uganda,0,0,0,0,0,0,0
18313,2020-03-05,Uganda,0,0,0,0,0,0,0
18314,2020-03-06,Uganda,0,0,0,0,0,0,0
18315,2020-03-07,Uganda,0,0,0,0,0,0,0
18316,2020-03-08,Uganda,0,0,0,0,0,0,0
18317,2020-03-09,Uganda,0,0,0,0,0,0,0
18318,2020-03-10,Uganda,0,0,0,0,0,0,0
18319,2020-03-11,Uganda,0,0,0,0,0,0,0
18320,2020-03-12,Uganda,0,0,0,0,0,0,0
18321,2020-03-13,Uganda,0,0,0,0,0,0,0
18322,2020-03-14,Uganda,0,0,0,0,0,0,0
18323,2020-03-15,Uganda,0,0,0,0,0,0,0
18324,2020-03-16,Uganda,0,0,0,0,0,0,0
18325,2020-03-17,Uganda,0,0,0,0,0,0,0
18326,2020-03-18,Uganda,0,0,0,0,0,0,0
18327,2020-03-19,Uganda,0,0,0,0,0,0,0
18328,2020-03-20,Uganda,0,0,0,0,0,0,0
18329,2020-03-21,Uganda,1,0,0,-1,0,0,1
18330,2020-03-22,Uganda,1,0,0,0,0,0,1
18331,2020-03-23,Uganda,9,0,0,-8,0,0,9
18332,2020-03-24,Uganda,9,0,0,0,0,0,9
18333,2020-03-25,Uganda,14,0,0,-5,0,0,14
18334,2020-03-26,Uganda,14,0,0,0,0,0,14
18335,2020-03-27,Uganda,23,0,0,-9,0,0,23
18336,2020-03-28,Uganda,30,0,0,-7,0,0,30
18337,2020-03-29,Uganda,33,0,0,-3,0,0,33
18338,2020-03-30,Uganda,33,0,0,0,0,0,33
18339,2020-03-31,Uganda,44,0,0,-11,0,0,44
18340,2020-04-01,Uganda,44,0,0,0,0,0,44
18341,2020-04-02,Uganda,45,0,0,-1,0,0,45
18342,2020-04-03,Uganda,48,0,0,-3,0,0,48
18343,2020-04-04,Uganda,48,0,0,0,0,0,48
18344,2020-04-05,Uganda,52,0,0,-4,0,0,52
18345,2020-04-06,Uganda,52,0,0,0,0,0,52
18346,2020-04-07,Uganda,52,0,0,0,0,0,52
18347,2020-04-08,Uganda,53,0,0,-1,0,0,53
18348,2020-04-09,Uganda,53,0,0,0,0,0,53
18349,2020-04-10,Uganda,53,0,0,0,0,0,53
18350,2020-04-11,Uganda,53,4,0,0,-4,0,49
18351,2020-04-12,Uganda,54,4,0,-1,0,0,50
18352,2020-04-13,Uganda,54,7,0,0,-3,0,47
18353,2020-04-14,Uganda,55,8,0,-1,-1,0,47
18354,2020-04-15,Uganda,55,12,0,0,-4,0,43
18355,2020-04-16,Uganda,55,20,0,0,-8,0,35
18356,2020-04-17,Uganda,56,20,0,-1,0,0,36
18357,2020-04-18,Uganda,55,22,0,1,-2,0,33
18358,2020-04-19,Uganda,55,28,0,0,-6,0,27
18359,2020-04-20,Uganda,56,38,0,-1,-10,0,18
18360,2020-04-21,Uganda,61,38,0,-5,0,0,23
18361,2020-04-22,Uganda,63,45,0,-2,-7,0,18
18362,2020-04-23,Uganda,74,46,0,-11,-1,0,28
18363,2020-04-24,Uganda,75,46,0,-1,0,0,29
18364,2020-04-25,Uganda,75,46,0,0,0,0,29
18365,2020-04-26,Uganda,79,46,0,-4,0,0,33
18366,2020-04-27,Uganda,79,47,0,0,-1,0,32
18367,2020-04-28,Uganda,79,52,0,0,-5,0,27
18368,2020-04-29,Uganda,81,52,0,-2,0,0,29
18369,2020-04-30,Uganda,83,52,0,-2,0,0,31
18370,2020-05-01,Uganda,85,52,0,-2,0,0,33
18371,2020-05-02,Uganda,88,52,0,-3,0,0,36
18372,2020-05-03,Uganda,89,52,0,-1,0,0,37
18373,2020-05-04,Uganda,97,55,0,-8,-3,0,42
18374,2020-05-05,Uganda,98,55,0,-1,0,0,43
18376,2020-01-23,Ukraine,0,0,0,0,0,0,0
18377,2020-01-24,Ukraine,0,0,0,0,0,0,0
18378,2020-01-25,Ukraine,0,0,0,0,0,0,0
18379,2020-01-26,Ukraine,0,0,0,0,0,0,0
18380,2020-01-27,Ukraine,0,0,0,0,0,0,0
18381,2020-01-28,Ukraine,0,0,0,0,0,0,0
18382,2020-01-29,Ukraine,0,0,0,0,0,0,0
18383,2020-01-30,Ukraine,0,0,0,0,0,0,0
18384,2020-01-31,Ukraine,0,0,0,0,0,0,0
18385,2020-02-01,Ukraine,0,0,0,0,0,0,0
18386,2020-02-02,Ukraine,0,0,0,0,0,0,0
18387,2020-02-03,Ukraine,0,0,0,0,0,0,0
18388,2020-02-04,Ukraine,0,0,0,0,0,0,0
18389,2020-02-05,Ukraine,0,0,0,0,0,0,0
18390,2020-02-06,Ukraine,0,0,0,0,0,0,0
18391,2020-02-07,Ukraine,0,0,0,0,0,0,0
18392,2020-02-08,Ukraine,0,0,0,0,0,0,0
18393,2020-02-09,Ukraine,0,0,0,0,0,0,0
18394,2020-02-10,Ukraine,0,0,0,0,0,0,0
18395,2020-02-11,Ukraine,0,0,0,0,0,0,0
18396,2020-02-12,Ukraine,0,0,0,0,0,0,0
18397,2020-02-13,Ukraine,0,0,0,0,0,0,0
18398,2020-02-14,Ukraine,0,0,0,0,0,0,0
18399,2020-02-15,Ukraine,0,0,0,0,0,0,0
18400,2020-02-16,Ukraine,0,0,0,0,0,0,0
18401,2020-02-17,Ukraine,0,0,0,0,0,0,0
18402,2020-02-18,Ukraine,0,0,0,0,0,0,0
18403,2020-02-19,Ukraine,0,0,0,0,0,0,0
18404,2020-02-20,Ukraine,0,0,0,0,0,0,0
18405,2020-02-21,Ukraine,0,0,0,0,0,0,0
18406,2020-02-22,Ukraine,0,0,0,0,0,0,0
18407,2020-02-23,Ukraine,0,0,0,0,0,0,0
18408,2020-02-24,Ukraine,0,0,0,0,0,0,0
18409,2020-02-25,Ukraine,0,0,0,0,0,0,0
18410,2020-02-26,Ukraine,0,0,0,0,0,0,0
18411,2020-02-27,Ukraine,0,0,0,0,0,0,0
18412,2020-02-28,Ukraine,0,0,0,0,0,0,0
18413,2020-02-29,Ukraine,0,0,0,0,0,0,0
18414,2020-03-01,Ukraine,0,0,0,0,0,0,0
18415,2020-03-02,Ukraine,0,0,0,0,0,0,0
18416,2020-03-03,Ukraine,1,0,0,-1,0,0,1
18417,2020-03-04,Ukraine,1,0,0,0,0,0,1
18418,2020-03-05,Ukraine,1,0,0,0,0,0,1
18419,2020-03-06,Ukraine,1,0,0,0,0,0,1
18420,2020-03-07,Ukraine,1,0,0,0,0,0,1
18421,2020-03-08,Ukraine,1,0,0,0,0,0,1
18422,2020-03-09,Ukraine,1,0,0,0,0,0,1
18423,2020-03-10,Ukraine,1,0,0,0,0,0,1
18424,2020-03-11,Ukraine,1,0,0,0,0,0,1
18425,2020-03-12,Ukraine,1,0,0,0,0,0,1
18426,2020-03-13,Ukraine,3,0,1,-2,0,-1,2
18427,2020-03-14,Ukraine,3,0,1,0,0,0,2
18428,2020-03-15,Ukraine,3,0,1,0,0,0,2
18429,2020-03-16,Ukraine,7,0,1,-4,0,0,6
18430,2020-03-17,Ukraine,14,0,2,-7,0,-1,12
18431,2020-03-18,Ukraine,14,0,2,0,0,0,12
18432,2020-03-19,Ukraine,16,0,2,-2,0,0,14
18433,2020-03-20,Ukraine,29,0,3,-13,0,-1,26
18434,2020-03-21,Ukraine,47,1,3,-18,-1,0,43
18435,2020-03-22,Ukraine,73,1,3,-26,0,0,69
18436,2020-03-23,Ukraine,73,1,3,0,0,0,69
18437,2020-03-24,Ukraine,97,1,3,-24,0,0,93
18438,2020-03-25,Ukraine,145,1,5,-48,0,-2,139
18439,2020-03-26,Ukraine,196,1,5,-51,0,0,190
18440,2020-03-27,Ukraine,310,5,5,-114,-4,0,300
18441,2020-03-28,Ukraine,356,5,9,-46,0,-4,342
18442,2020-03-29,Ukraine,475,6,10,-119,-1,-1,459
18443,2020-03-30,Ukraine,548,8,13,-73,-2,-3,527
18444,2020-03-31,Ukraine,645,10,17,-97,-2,-4,618
18445,2020-04-01,Ukraine,794,13,20,-149,-3,-3,761
18446,2020-04-02,Ukraine,897,19,22,-103,-6,-2,856
18447,2020-04-03,Ukraine,1072,22,27,-175,-3,-5,1023
18448,2020-04-04,Ukraine,1225,25,32,-153,-3,-5,1168
18449,2020-04-05,Ukraine,1308,28,37,-83,-3,-5,1243
18450,2020-04-06,Ukraine,1319,28,38,-11,0,-1,1253
18451,2020-04-07,Ukraine,1462,28,45,-143,0,-7,1389
18452,2020-04-08,Ukraine,1668,35,52,-206,-7,-7,1581
18453,2020-04-09,Ukraine,1892,45,57,-224,-10,-5,1790
18454,2020-04-10,Ukraine,2203,61,69,-311,-16,-12,2073
18455,2020-04-11,Ukraine,2511,79,73,-308,-18,-4,2359
18456,2020-04-12,Ukraine,2777,89,83,-266,-10,-10,2605
18457,2020-04-13,Ukraine,3102,97,93,-325,-8,-10,2912
18458,2020-04-14,Ukraine,3372,119,98,-270,-22,-5,3155
18459,2020-04-15,Ukraine,3764,143,108,-392,-24,-10,3513
18460,2020-04-16,Ukraine,4161,186,116,-397,-43,-8,3859
18461,2020-04-17,Ukraine,4662,246,125,-501,-60,-9,4291
18462,2020-04-18,Ukraine,5106,275,133,-444,-29,-8,4698
18463,2020-04-19,Ukraine,5449,347,141,-343,-72,-8,4961
18464,2020-04-20,Ukraine,5710,359,151,-261,-12,-10,5200
18465,2020-04-21,Ukraine,6125,367,161,-415,-8,-10,5597
18466,2020-04-22,Ukraine,6592,424,174,-467,-57,-13,5994
18467,2020-04-23,Ukraine,7170,504,187,-578,-80,-13,6479
18468,2020-04-24,Ukraine,7647,782,201,-477,-278,-14,6664
18469,2020-04-25,Ukraine,8125,782,201,-478,0,0,7142
18470,2020-04-26,Ukraine,8617,840,209,-492,-58,-8,7568
18471,2020-04-27,Ukraine,9009,864,220,-392,-24,-11,7925
18472,2020-04-28,Ukraine,9410,992,239,-401,-128,-19,8179
18473,2020-04-29,Ukraine,9866,1103,250,-456,-111,-11,8513
18474,2020-04-30,Ukraine,10406,1238,261,-540,-135,-11,8907
18475,2020-05-01,Ukraine,10861,1413,272,-455,-175,-11,9176
18476,2020-05-02,Ukraine,11411,1498,279,-550,-85,-7,9634
18477,2020-05-03,Ukraine,11913,1548,288,-502,-50,-9,10077
18478,2020-05-04,Ukraine,12331,1619,303,-418,-71,-15,10409
18479,2020-05-05,Ukraine,12697,1875,316,-366,-256,-13,10506
18481,2020-01-23,United Arab Emirates,0,0,0,0,0,0,0
18482,2020-01-24,United Arab Emirates,0,0,0,0,0,0,0
18483,2020-01-25,United Arab Emirates,0,0,0,0,0,0,0
18484,2020-01-26,United Arab Emirates,0,0,0,0,0,0,0
18485,2020-01-27,United Arab Emirates,0,0,0,0,0,0,0
18486,2020-01-28,United Arab Emirates,0,0,0,0,0,0,0
18487,2020-01-29,United Arab Emirates,4,0,0,-4,0,0,4
18488,2020-01-30,United Arab Emirates,4,0,0,0,0,0,4
18489,2020-01-31,United Arab Emirates,4,0,0,0,0,0,4
18490,2020-02-01,United Arab Emirates,4,0,0,0,0,0,4
18491,2020-02-02,United Arab Emirates,5,0,0,-1,0,0,5
18492,2020-02-03,United Arab Emirates,5,0,0,0,0,0,5
18493,2020-02-04,United Arab Emirates,5,0,0,0,0,0,5
18494,2020-02-05,United Arab Emirates,5,0,0,0,0,0,5
18495,2020-02-06,United Arab Emirates,5,0,0,0,0,0,5
18496,2020-02-07,United Arab Emirates,5,0,0,0,0,0,5
18497,2020-02-08,United Arab Emirates,7,0,0,-2,0,0,7
18498,2020-02-09,United Arab Emirates,7,0,0,0,0,0,7
18499,2020-02-10,United Arab Emirates,8,0,0,-1,0,0,8
18500,2020-02-11,United Arab Emirates,8,0,0,0,0,0,8
18501,2020-02-12,United Arab Emirates,8,1,0,0,-1,0,7
18502,2020-02-13,United Arab Emirates,8,1,0,0,0,0,7
18503,2020-02-14,United Arab Emirates,8,1,0,0,0,0,7
18504,2020-02-15,United Arab Emirates,8,3,0,0,-2,0,5
18505,2020-02-16,United Arab Emirates,9,4,0,-1,-1,0,5
18506,2020-02-17,United Arab Emirates,9,4,0,0,0,0,5
18507,2020-02-18,United Arab Emirates,9,4,0,0,0,0,5
18508,2020-02-19,United Arab Emirates,9,4,0,0,0,0,5
18509,2020-02-20,United Arab Emirates,9,4,0,0,0,0,5
18510,2020-02-21,United Arab Emirates,9,4,0,0,0,0,5
18511,2020-02-22,United Arab Emirates,13,4,0,-4,0,0,9
18512,2020-02-23,United Arab Emirates,13,4,0,0,0,0,9
18513,2020-02-24,United Arab Emirates,13,4,0,0,0,0,9
18514,2020-02-25,United Arab Emirates,13,4,0,0,0,0,9
18515,2020-02-26,United Arab Emirates,13,4,0,0,0,0,9
18516,2020-02-27,United Arab Emirates,13,4,0,0,0,0,9
18517,2020-02-28,United Arab Emirates,19,5,0,-6,-1,0,14
18518,2020-02-29,United Arab Emirates,21,5,0,-2,0,0,16
18519,2020-03-01,United Arab Emirates,21,5,0,0,0,0,16
18520,2020-03-02,United Arab Emirates,21,5,0,0,0,0,16
18521,2020-03-03,United Arab Emirates,27,5,0,-6,0,0,22
18522,2020-03-04,United Arab Emirates,27,5,0,0,0,0,22
18523,2020-03-05,United Arab Emirates,29,5,0,-2,0,0,24
18524,2020-03-06,United Arab Emirates,29,5,0,0,0,0,24
18525,2020-03-07,United Arab Emirates,45,7,0,-16,-2,0,38
18526,2020-03-08,United Arab Emirates,45,7,0,0,0,0,38
18527,2020-03-09,United Arab Emirates,45,7,0,0,0,0,38
18528,2020-03-10,United Arab Emirates,74,12,0,-29,-5,0,62
18529,2020-03-11,United Arab Emirates,74,17,0,0,-5,0,57
18530,2020-03-12,United Arab Emirates,85,17,0,-11,0,0,68
18531,2020-03-13,United Arab Emirates,85,17,0,0,0,0,68
18532,2020-03-14,United Arab Emirates,85,17,0,0,0,0,68
18533,2020-03-15,United Arab Emirates,98,23,0,-13,-6,0,75
18534,2020-03-16,United Arab Emirates,98,23,0,0,0,0,75
18535,2020-03-17,United Arab Emirates,98,23,0,0,0,0,75
18536,2020-03-18,United Arab Emirates,113,26,0,-15,-3,0,87
18537,2020-03-19,United Arab Emirates,140,31,0,-27,-5,0,109
18538,2020-03-20,United Arab Emirates,140,31,2,0,0,-2,107
18539,2020-03-21,United Arab Emirates,153,38,2,-13,-7,0,113
18540,2020-03-22,United Arab Emirates,153,38,2,0,0,0,113
18541,2020-03-23,United Arab Emirates,198,38,2,-45,0,0,158
18542,2020-03-24,United Arab Emirates,248,45,2,-50,-7,0,201
18543,2020-03-25,United Arab Emirates,333,52,2,-85,-7,0,279
18544,2020-03-26,United Arab Emirates,333,52,2,0,0,0,279
18545,2020-03-27,United Arab Emirates,405,52,2,-72,0,0,351
18546,2020-03-28,United Arab Emirates,468,52,2,-63,0,0,414
18547,2020-03-29,United Arab Emirates,570,58,3,-102,-6,-1,509
18548,2020-03-30,United Arab Emirates,611,61,5,-41,-3,-2,545
18549,2020-03-31,United Arab Emirates,664,61,6,-53,0,-1,597
18550,2020-04-01,United Arab Emirates,814,61,8,-150,0,-2,745
18551,2020-04-02,United Arab Emirates,1024,96,8,-210,-35,0,920
18552,2020-04-03,United Arab Emirates,1264,108,9,-240,-12,-1,1147
18553,2020-04-04,United Arab Emirates,1505,125,10,-241,-17,-1,1370
18554,2020-04-05,United Arab Emirates,1799,144,10,-294,-19,0,1645
18555,2020-04-06,United Arab Emirates,2076,167,11,-277,-23,-1,1898
18556,2020-04-07,United Arab Emirates,2359,186,12,-283,-19,-1,2161
18557,2020-04-08,United Arab Emirates,2659,239,12,-300,-53,0,2408
18558,2020-04-09,United Arab Emirates,2990,268,14,-331,-29,-2,2708
18559,2020-04-10,United Arab Emirates,3360,418,16,-370,-150,-2,2926
18560,2020-04-11,United Arab Emirates,3736,588,20,-376,-170,-4,3128
18561,2020-04-12,United Arab Emirates,4123,680,22,-387,-92,-2,3421
18562,2020-04-13,United Arab Emirates,4521,852,25,-398,-172,-3,3644
18563,2020-04-14,United Arab Emirates,4933,933,28,-412,-81,-3,3972
18564,2020-04-15,United Arab Emirates,5365,1034,33,-432,-101,-5,4298
18565,2020-04-16,United Arab Emirates,5825,1095,35,-460,-61,-2,4695
18566,2020-04-17,United Arab Emirates,6302,1188,37,-477,-93,-2,5077
18567,2020-04-18,United Arab Emirates,6302,1188,37,0,0,0,5077
18568,2020-04-19,United Arab Emirates,6781,1286,41,-479,-98,-4,5454
18569,2020-04-20,United Arab Emirates,7265,1360,43,-484,-74,-2,5862
18570,2020-04-21,United Arab Emirates,7755,1443,46,-490,-83,-3,6266
18571,2020-04-22,United Arab Emirates,8238,1546,52,-483,-103,-6,6640
18572,2020-04-23,United Arab Emirates,8756,1637,56,-518,-91,-4,7063
18573,2020-04-24,United Arab Emirates,9281,1760,64,-525,-123,-8,7457
18574,2020-04-25,United Arab Emirates,9813,1887,71,-532,-127,-7,7855
18575,2020-04-26,United Arab Emirates,10349,1978,76,-536,-91,-5,8295
18576,2020-04-27,United Arab Emirates,10839,2090,82,-490,-112,-6,8667
18577,2020-04-28,United Arab Emirates,11380,2181,89,-541,-91,-7,9110
18578,2020-04-29,United Arab Emirates,11929,2329,98,-549,-148,-9,9502
18579,2020-04-30,United Arab Emirates,12481,2429,105,-552,-100,-7,9947
18580,2020-05-01,United Arab Emirates,13038,2543,111,-557,-114,-6,10384
18581,2020-05-02,United Arab Emirates,13599,2664,119,-561,-121,-8,10816
18582,2020-05-03,United Arab Emirates,14163,2763,126,-564,-99,-7,11274
18583,2020-05-04,United Arab Emirates,14730,2966,137,-567,-203,-11,11627
18584,2020-05-05,United Arab Emirates,15192,3153,146,-462,-187,-9,11893
18586,2020-01-23,United Kingdom,0,0,0,0,0,0,0
18587,2020-01-24,United Kingdom,0,0,0,0,0,0,0
18588,2020-01-25,United Kingdom,0,0,0,0,0,0,0
18589,2020-01-26,United Kingdom,0,0,0,0,0,0,0
18590,2020-01-27,United Kingdom,0,0,0,0,0,0,0
18591,2020-01-28,United Kingdom,0,0,0,0,0,0,0
18592,2020-01-29,United Kingdom,0,0,0,0,0,0,0
18593,2020-01-30,United Kingdom,0,0,0,0,0,0,0
18594,2020-01-31,United Kingdom,2,0,0,-2,0,0,2
18595,2020-02-01,United Kingdom,2,0,0,0,0,0,2
18596,2020-02-02,United Kingdom,2,0,0,0,0,0,2
18597,2020-02-03,United Kingdom,2,0,0,0,0,0,2
18598,2020-02-04,United Kingdom,2,0,0,0,0,0,2
18599,2020-02-05,United Kingdom,2,0,0,0,0,0,2
18600,2020-02-06,United Kingdom,2,0,0,0,0,0,2
18601,2020-02-07,United Kingdom,3,0,0,-1,0,0,3
18602,2020-02-08,United Kingdom,3,0,0,0,0,0,3
18603,2020-02-09,United Kingdom,3,0,0,0,0,0,3
18604,2020-02-10,United Kingdom,8,0,0,-5,0,0,8
18605,2020-02-11,United Kingdom,8,0,0,0,0,0,8
18606,2020-02-12,United Kingdom,9,1,0,-1,-1,0,8
18607,2020-02-13,United Kingdom,9,1,0,0,0,0,8
18608,2020-02-14,United Kingdom,9,1,0,0,0,0,8
18609,2020-02-15,United Kingdom,9,1,0,0,0,0,8
18610,2020-02-16,United Kingdom,9,8,0,0,-7,0,1
18611,2020-02-17,United Kingdom,9,8,0,0,0,0,1
18612,2020-02-18,United Kingdom,9,8,0,0,0,0,1
18613,2020-02-19,United Kingdom,9,8,0,0,0,0,1
18614,2020-02-20,United Kingdom,9,8,0,0,0,0,1
18615,2020-02-21,United Kingdom,9,8,0,0,0,0,1
18616,2020-02-22,United Kingdom,9,8,0,0,0,0,1
18617,2020-02-23,United Kingdom,9,8,0,0,0,0,1
18618,2020-02-24,United Kingdom,13,8,0,-4,0,0,5
18619,2020-02-25,United Kingdom,13,8,0,0,0,0,5
18620,2020-02-26,United Kingdom,13,8,0,0,0,0,5
18621,2020-02-27,United Kingdom,15,8,0,-2,0,0,7
18622,2020-02-28,United Kingdom,20,8,0,-5,0,0,12
18623,2020-02-29,United Kingdom,23,8,0,-3,0,0,15
18624,2020-03-01,United Kingdom,36,8,0,-13,0,0,28
18625,2020-03-02,United Kingdom,40,8,0,-4,0,0,32
18626,2020-03-03,United Kingdom,51,8,0,-11,0,0,43
18627,2020-03-04,United Kingdom,86,8,0,-35,0,0,78
18628,2020-03-05,United Kingdom,116,8,0,-30,0,0,108
18629,2020-03-06,United Kingdom,164,8,1,-48,0,-1,155
18630,2020-03-07,United Kingdom,207,18,2,-43,-10,-1,187
18631,2020-03-08,United Kingdom,274,18,2,-67,0,0,254
18632,2020-03-09,United Kingdom,322,18,3,-48,0,-1,301
18633,2020-03-10,United Kingdom,384,19,7,-62,-1,-4,358
18634,2020-03-11,United Kingdom,459,19,7,-75,0,0,433
18635,2020-03-12,United Kingdom,459,19,9,0,0,-2,431
18636,2020-03-13,United Kingdom,802,19,10,-343,0,-1,773
18637,2020-03-14,United Kingdom,1144,19,28,-342,0,-18,1097
18638,2020-03-15,United Kingdom,1145,19,43,-1,0,-15,1083
18639,2020-03-16,United Kingdom,1551,21,66,-406,-2,-23,1464
18640,2020-03-17,United Kingdom,1960,53,82,-409,-32,-16,1825
18641,2020-03-18,United Kingdom,2642,67,116,-682,-14,-34,2459
18642,2020-03-19,United Kingdom,2716,67,159,-74,0,-43,2490
18643,2020-03-20,United Kingdom,4014,67,195,-1298,0,-36,3752
18644,2020-03-21,United Kingdom,5067,67,251,-1053,0,-56,4749
18645,2020-03-22,United Kingdom,5745,67,286,-678,0,-35,5392
18646,2020-03-23,United Kingdom,6726,67,360,-981,0,-74,6299
18647,2020-03-24,United Kingdom,8164,140,509,-1438,-73,-149,7515
18648,2020-03-25,United Kingdom,9640,140,695,-1476,0,-186,8805
18649,2020-03-26,United Kingdom,11812,150,879,-2172,-10,-184,10783
18650,2020-03-27,United Kingdom,14745,151,1163,-2933,-1,-284,13431
